"ssn","price","postal_code","size","address"
"315118635179037","691839380","2223013925","206","016 جلیلی کوه واحد 829, روستای پریا, البرز 501"
"315118635179037","659380143","6145533297","298","6339 دانيال جنب, دهستان طاها, آذربایجان شرقی 9207695490"
"618588173575741","621114802","9648929443","168","73117 تحسینی بلوار سوئیت 526, غرب ابوالفضل, مرکزی 311955"
"618588173575741","212607936","6267607788","150","60892 اميرمحمد میدان سوئیت 795, دهستان حنانه, خوزستان 177"
"76224884151516","669516868","8335646877","234","28991 مليکا کوچه, شرق زینب, خراسان جنوبی 1695576255"
"446574082194053","152188914","3824801640","105","42972 محمدجواد جاده, شهر مبین, خوزستان 67014"
"446574082194053","529408088","2114663398","138","4879 هنری جنب واحد 979, روستای النا, یزد 469438"
"479822682211315","139901815","9449447988","299","3124 مهديس تقاطع, شرق آتنا, گیلان 829184"
"511108915081706","801865211","8436557686","160","8212 ثنا آزاد راه, باغات رها, مرکزی 6904"
"751681494044975","578765208","8867173591","183","1807 بهار خیابان, استان هستی, یزد 909218"
"190513169518794","529103701","9577373463","261","11718 مهدیان دره سوئیت 239, دهستان زهرا, خوزستان 1659924372"
"190513169518794","993006979","1358857211","232","6215 آیدا دره, جنوب مبینا, خراسان 494"
"2371989578741","207952485","1827209275","95","782 یگانه آزاد راه سوئیت 379, شرق آرش, سیستان و بلوچستان 639"
"2371989578741","101816786","7518083080","268","2778 یزدی دره, غرب زينب, آذربایجان غربی 204332"
"636861354725648","473364849","7785067928","121","49684 زنجانی پل, استان الینا, خراسان رضوی 85497"
"378955542269015","633139772","1088478248","120","954 شبیری کوه سوئیت 852, روستای محمدیاسین, اردبیل 239266"
"378955542269015","141872256","3648218632","248","5914 ستایش دره, دهستان امیرمهدی, ایلام 282"
"946007983412891","196963672","5562758623","111","1285 حسنا دره, شمال مهدیه, لرستان 6946"
"946007983412891","535740978","1465431126","279","3915 خسروجردی جزیره واحد 078, شهرستان سبحان, کرمان 2965"
"571119473420378","349890649","6889404770","181","1701 نوبختی آزاد راه واحد 542, شهرستان نیایش, خراسان جنوبی 5891794472"
"892025825779722","398914334","6573166406","103","7324 سغیری خیابان, شهرستان امیررضا, کرمانشاه 8455"
"892025825779722","971728564","8773919197","199","517 آيلين میدان, شهر امیرعباس, کرمانشاه 133"
"471734281943858","733564092","7572014418","242","6558 مليکا میدان, شمال فاطمه, البرز 3362181344"
"471734281943858","954705462","2017380927","194","16911 جلالی بزرگ راه, شهر محمدرضا, لرستان 8459"
"143617400233445","469056337","3298522076","182","7283 پارسا جنب سوئیت 812, غرب ابوالفضل, خراسان 762"
"409030938440431","780001025","1810126424","205","100 هليا جنب سوئیت 045, شهر كوثر, تهران 3016"
"409030938440431","330107029","4009681341","128","22676 رفیعی بن بست سوئیت 716, شهر كیانا, یزد 308"
"331484466718755","708933335","2045842593","149","4834 آتنا خیابان سوئیت 772, دهستان نازنین, چهارمحال و بختیاری 2205334158"
"331484466718755","169209007","7097726748","250","2578 كیانا تقاطع سوئیت 452, استان مائده, تهران 819"
"695673048447583","735321825","8005002551","145","14758 متین پل سوئیت 443, غرب آیناز, قزوین 284663"
"695673048447583","151179173","7843050632","116","5932 مهدي جاده واحد 628, دهستان زينب, مازندران 1098547322"
"291829875036447","252666264","2228009100","95","8932 هانیه پل, شرق كیان, سمنان 461"
"291829875036447","884009644","2058488991","289","6546 شادروان آزاد راه, شرق فاطمه زهرا, ایلام 3023"
"283675866806675","524178557","4885582500","158","226 پرهام جنب, بندر یوسف, گلستان 778292"
"283675866806675","624333081","7455408392","257","800 الینا پل واحد 279, شرق مريم, گیلان 554"
"314481604382949","580805692","5386520867","105","3164 ولاشجردی جاده واحد 475, استان سجاد, گیلان 06990"
"8542619648507","716637226","5754997563","280","030 هدایت جزیره واحد 587, شهر محمدیاسین, مازندران 8030"
"484179871627289","510689385","5761358226","193","05964 زینب جزیره, استان فاطمه, خراسان رضوی 4608"
"484179871627289","471403492","6927906116","278","904 ضابطی پل سوئیت 266, جنوب اميرحسين, البرز 621949"
"436131152069797","694821228","2512155533","281","898 ستايش چهار راه, شمال مهديس, اصفهان 236231"
"413526255671074","750959377","3484361181","283","4408 روحانی جزیره سوئیت 093, استان ایلیا, یزد 918833"
"413526255671074","279824680","2354967727","118","4602 مبین چهار راه, غرب پرهام, کهگیلویه و بویراحمد 078"
"691663224171254","937142646","6050316465","277","85048 یاسمین جزیره, دهستان امیرحسین, خراسان 7112"
"665978120266414","495457513","9821900070","216","980 فرجی بن بست سوئیت 856, استان حسام, البرز 6139610706"
"665978120266414","184830971","7922207855","266","4222 آراد جنب, استان ايليا, گیلان 84079"
"627599220247092","382759380","1357687243","148","463 محمدامین کوه سوئیت 290, شهر علیرضا, چهارمحال و بختیاری 481275"
"627599220247092","703693031","9282941783","212","327 امیرمحمد بن بست واحد 425, استان سارینا, چهارمحال و بختیاری 0506"
"452668218769683","556586347","9631232474","274","7521 زارعی کوچه واحد 999, شهرستان مائده, فارس 192799"
"963133682480461","919843841","6574983632","126","507 سمسار آزاد راه, جنوب مهدیه, یزد 959228"
"866193292963449","483616646","8733926178","130","6694 سماوات میدان, جنوب علی اصغر, هرمزگان 473581"
"866193292963449","706332747","5210645082","90","04003 امیرمحمد تونل واحد 873, شرق محمدرضا, فارس 8010712816"
"698180967348696","910851914","1190931798","266","1139 حلما کوه, غرب پرنيا, البرز 1166"
"698180967348696","403398565","1540958863","127","1454 اشتری دره, شهر پارسا, مازندران 055"
"612368138334745","526584758","8824301167","164","4380 سبحان جنب واحد 470, غرب ثنا, کرمانشاه 092"
"722628081212024","863563246","3444472107","120","30108 عسل تونل, باغات نرگس, لرستان 23099"
"722628081212024","719360658","1541786301","253","76278 علي تونل, شهرستان آرتین, ایلام 602"
"378861082548374","962353240","8513368555","215","425 معروف کوچه, شرق مبينا, همدان 069516"
"378861082548374","749644741","1975152469","148","43367 ایلیا بزرگ راه, شمال معصومه, ایلام 4083"
"432229320023193","168989730","7513174927","138","79182 ترکاشوند خیابان, شهر اميرعباس, کهگیلویه و بویراحمد 8735942461"
"196415855595402","397758497","6717675548","207","520 سجاد بلوار, بندر سوگند, البرز 0078236589"
"803386483202501","380103873","8369215391","271","393 محمد مهدی کوچه واحد 974, دهستان مهسا, خراسان جنوبی 362007"
"253930127994689","734459532","1282520054","224","173 ماهان چهار راه, شهر بهار, چهارمحال و بختیاری 973198"
"253930127994689","752963209","5736993150","121","3051 یزدی دره, بندر ریحانه, کردستان 236"
"661887398736963","799964219","8975740478","262","274 میردامادی دره, دهستان محمدپارسا, کرمان 8170"
"661887398736963","550165617","9569445420","251","2640 یاسین خیابان واحد 804, بندر پریا, گلستان 92297"
"12801549090161","555430875","8986502455","174","925 حسنی تقاطع, بندر اميرحسين, اردبیل 3721739693"
"12801549090161","516453279","7375410601","258","1419 ريحانه بزرگ راه, جنوب محمدحسين, قزوین 99423"
"599185216384044","506433421","3916797875","152","066 محمدی آزاد راه واحد 110, بندر حسام, گیلان 9878602322"
"789962022664538","306909828","4489960986","240","558 بهرامی کوه, دهستان ریحانه, قم 9429463242"
"533087913743984","992555065","9730346253","230","986 کمالی دره واحد 317, شرق سوگند, مرکزی 68443"
"533087913743984","271550982","6121361635","219","67924 احسان جزیره واحد 272, روستای محمدمهدي, کرمانشاه 36197"
"415204220111426","704258056","5212345052","176","7058 ضابطی خیابان, استان اسرا, گیلان 6924"
"415204220111426","95109175","4697697998","158","837 قاضی بن بست, بندر ثنا, کردستان 609"
"613998037549053","718837599","8183719266","185","2278 اسرا جنب سوئیت 202, بندر الناز, سمنان 08379"
"613998037549053","668803455","3049939514","274","98221 كیانا بلوار سوئیت 850, بندر محمدرضا, مرکزی 576"
"222763809455926","882397704","4466686308","285","079 اميررضا تونل سوئیت 389, شهر ستايش, چهارمحال و بختیاری 629566"
"222763809455926","214181957","5445438520","231","932 عباس کوچه, باغات آرين, کرمان 3701414431"
"404051605614741","976108854","8439200552","175","4684 مجتبوی خیابان, روستای مهدیس, قزوین 91952"
"757363300804591","243275826","4327888797","187","150 حسنا چهار راه واحد 692, شمال كیانا, قزوین 915"
"757363300804591","820483537","9336777281","99","572 علی پور بن بست, دهستان یوسف, سیستان و بلوچستان 918091"
"677157455422880","893154888","3963725173","274","0560 فاطمه میدان, شرق بنیامین, خراسان جنوبی 42769"
"677157455422880","389671545","9999966462","189","7511 رسولی آزاد راه واحد 195, غرب آرین, چهارمحال و بختیاری 5224125205"
"583132265440792","620947155","9566362561","284","10859 نوری چهار راه واحد 644, شرق آتنا, زنجان 5751"
"497190878421591","800322768","1494140328","186","41000 عباسی پل, شمال احسان, قزوین 5331"
"497190878421591","334776036","9695222117","213","990 باران جنب, شهر احسان, گلستان 9112528145"
"545726343256482","397563911","1347372174","153","18799 ياسين تونل سوئیت 643, شرق آرتين, خراسان رضوی 272770"
"545726343256482","570621369","2478402503","169","63019 هانيه تونل واحد 263, استان سجاد, کرمانشاه 67293"
"661359147994985","301520891","6096614317","161","665 یسنا بزرگ راه واحد 545, دهستان اميرعلي, هرمزگان 5836493529"
"661359147994985","568240549","3198623123","245","0487 نيايش تونل واحد 719, دهستان حدیث, خوزستان 560"
"217164664533777","676683311","8891985148","211","4827 طاها میدان, شهر مائده, مرکزی 40332"
"571522967120239","341752734","4915672686","129","5008 ابوطالبی خیابان سوئیت 663, شهر مليکا, آذربایجان غربی 732310"
"275370812086235","782594699","6784241893","177","039 آتنا تقاطع, غرب بنيامين, یزد 721"
"367651233314558","734740976","3522008205","203","008 یاسین جنب, استان اسرا, گیلان 9445"
"367651233314558","522702837","5212870059","176","716 مهدی چهار راه واحد 300, شهر مریم, زنجان 586744"
"944198962562966","622670264","2863624457","214","98022 متين پل واحد 392, روستای معصومه, خوزستان 49989"
"213943083949793","950255889","7273533742","290","851 سجاد تونل سوئیت 905, شرق مليکا, یزد 264"
"213943083949793","455760828","2604660212","158","08098 عقیلی تقاطع واحد 439, دهستان طاها, خراسان رضوی 4918"
"742268764561070","412601099","8279702619","92","369 كیانا بن بست سوئیت 603, شمال ريحانه, مرکزی 106"
"742268764561070","664976881","8713673707","146","943 یلدا پل سوئیت 894, دهستان ساميار, خراسان رضوی 970468"
"921964708309846","81844281","2362573913","293","995 محمدحسين خیابان, دهستان پرنيا, گیلان 228051"
"528074604076024","354074518","3965985911","174","6685 عباسی جاده سوئیت 307, شرق آراد, کهگیلویه و بویراحمد 2684"
"315409567378638","342447207","6815199182","121","684 رضا پل واحد 598, روستای آراد, تهران 6104"
"479741633455380","284435679","3804408336","219","6071 شادروان جاده, باغات امیرمهدی, سیستان و بلوچستان 551"
"479741633455380","314940942","8399834398","290","496 میردامادی تقاطع واحد 803, شهر محمد طاها, خوزستان 665"
"384257766895782","803253292","4410360117","90","496 باران کوچه, شرق فاطمه, خراسان شمالی 576"
"384257766895782","360717633","3195135408","237","9049 سغیری بن بست سوئیت 833, روستای نازنين, قزوین 9812961142"
"876689037562387","130445450","3297807533","217","49128 چنگیزی تونل, باغات علی اصغر, خراسان جنوبی 6038"
"1178031895162","427524403","5388373373","218","326 شاکری جزیره سوئیت 137, استان ابوالفضل, خوزستان 6320187276"
"1178031895162","129656317","9750449261","165","62808 مهدیان تونل واحد 478, جنوب ثنا, زنجان 31655"
"978952272515587","880085047","1035785617","163","424 خسروجردی جنب, شمال رضا, فارس 88619"
"640004832519610","944796513","8247469442","110","54245 متین جزیره, جنوب یلدا, فارس 693439"
"377432982305635","723133577","3624109132","207","801 یزدی بن بست واحد 640, استان هستي, خراسان شمالی 9302"
"367574609908183","348192732","7440515639","294","900 قاضی جزیره, استان محمدمهدي, سمنان 2657416147"
"239278598742617","856061378","5912733481","111","418 محمد میدان واحد 954, شمال علی, گیلان 8239056380"
"734015531312820","276480969","4319387254","170","18014 سارا بن بست سوئیت 099, شهرستان محمد, خراسان رضوی 437685"
"795883959384965","746225909","7385779632","245","6280 احمدی جنب, شرق امیر علی, خراسان رضوی 088"
"795883959384965","752943486","7230151372","289","1703 ربانی چهار راه سوئیت 383, غرب رقيه, خراسان جنوبی 152"
"766317551489133","811624998","4684825839","185","76607 کابلی جنب, شهر اميرعلي, مازندران 1057"
"271896874531565","163614647","2489887612","256","83822 آیدا بن بست, بندر نازنین, همدان 121"
"271896874531565","488134065","4152466759","187","580 شادروان بن بست, شهر محمدياسين, اصفهان 299"
"38383038008316","599140262","8579071241","168","0112 اميرعلي تقاطع سوئیت 657, بندر آيدا, خراسان جنوبی 467357"
"39416169296485","134041468","7200173881","95","919 مهسا تقاطع واحد 339, جنوب نازنين, یزد 8269"
"840476104652059","627458890","4390687997","113","08289 الناز کوه, جنوب علی اكبر, البرز 92029"
"840476104652059","801195818","4702993155","224","27085 تحسینی جزیره واحد 882, روستای الناز, همدان 8159631189"
"741212685558635","112479250","6070329346","103","3663 شاکری کوچه واحد 452, روستای فاطمه زهرا, مازندران 610020"
"741212685558635","730191126","8503061627","197","245 سارا خیابان واحد 184, شهرستان علی, آذربایجان شرقی 7696"
"615501857454165","139113143","3356501162","214","18754 آريا چهار راه واحد 998, روستای معصومه, مرکزی 213986"
"252233544425242","227681244","7125425745","161","5799 بهمنی تونل, استان مبينا, آذربایجان شرقی 4760679960"
"252233544425242","893932416","2993038207","264","550 محيا خیابان, غرب آیدا, ایلام 51264"
"382015225012624","604612286","4045061199","147","468 تنزیلی دره واحد 458, روستای دانیال, خراسان رضوی 719048"
"609266524808506","679932249","5978417900","200","290 ابوطالبی پل واحد 403, باغات آرش, گیلان 078125"
"571629540903666","557053174","8132915901","269","50067 رضا زاده دره سوئیت 693, غرب دانیال, کرمان 136"
"571629540903666","665709799","8364862179","215","0791 محمدجواد جنب سوئیت 096, جنوب مریم, ایلام 782"
"920410626223161","429604387","5620951647","234","01101 متين بزرگ راه, دهستان محمد, تهران 0980"
"920410626223161","722959832","4824339720","226","9033 معین جزیره, بندر سبحان, فارس 993"
"688710224175409","341246339","7672991628","95","563 حسنا پل واحد 788, دهستان نيايش, همدان 581501"
"688710224175409","780445736","9057918745","176","34599 دانیال میدان واحد 226, غرب رها, گیلان 25571"
"235522331391461","955579253","4570151819","225","2670 امیررضا جزیره واحد 425, دهستان نازنین زهرا, سمنان 303762"
"389370213859674","389289722","2464053837","226","196 ياسين پل, شمال معصومه, خراسان جنوبی 7872"
"640772806169480","83188544","2077223853","117","229 میردامادی بزرگ راه, باغات زهرا, کردستان 500044"
"640772806169480","377145125","7480530642","143","865 امیررضا جزیره واحد 365, بندر هليا, کرمانشاه 4517"
"523328580145563","918908480","4117073453","108","13309 علي کوچه سوئیت 940, استان محيا, هرمزگان 705355"
"523328580145563","858288570","2040292690","154","617 محمدياسين جزیره, استان ماهان, قزوین 722559"
"115645979447482","776275118","8529956220","102","1713 رستمی بزرگ راه واحد 208, شهرستان يوسف, خراسان شمالی 55536"
"115645979447482","619602953","7324008333","133","264 محمدی کوه, دهستان ثنا, خراسان جنوبی 780736"
"93577379684344","558000726","3640173327","247","79060 رضا زاده بزرگ راه سوئیت 563, باغات محمدامین, ایلام 542663"
"527216802301877","500517490","8505970904","223","9767 هنری تونل, شهرستان آيناز, تهران 029"
"527216802301877","819712321","9823780288","231","25488 رودگر دره, بندر محمد, کرمانشاه 78894"
"208081841172386","719994519","6990480049","287","7589 آرتین میدان, روستای پارسا, خوزستان 22936"
"521511641412248","315079207","9362517284","222","608 مهسا کوه, شرق پرهام, قم 930617"
"521511641412248","372203985","3006280105","300","93653 سارا کوه, باغات علي, مرکزی 6372359613"
"238092889910845","616154499","7300693262","272","917 اسرا خیابان سوئیت 736, روستای آرین, خراسان 9146"
"533527261031131","499774689","5720886850","127","58602 هومن بزرگ راه, استان مائده, اردبیل 4461158649"
"533527261031131","734532296","3612863454","94","46913 ستایش چهار راه, استان آتنا, اردبیل 445621"
"123308054243998","457457303","9487989231","101","628 فاطمه خیابان واحد 493, شمال يوسف, کرمانشاه 3668"
"989268227768497","525610477","2902731129","195","954 ظفری کوچه واحد 316, روستای طاها, کردستان 0985"
"737681001648766","873801010","9613131776","144","375 دادفر دره واحد 596, دهستان کيانا, البرز 29215"
"737681001648766","132685831","5025281684","255","37502 آیناز جنب سوئیت 735, باغات مائده, ایلام 579572"
"755688915719912","744868792","1714144929","86","79854 علي تونل, شرق مهسا, کهگیلویه و بویراحمد 6555761722"
"86151542854539","296856628","9097853264","281","315 نیایش بن بست, روستای اميررضا, مرکزی 1038"
"86151542854539","905041566","7553286053","204","9583 سماوات آزاد راه سوئیت 935, شرق ملیكا, خراسان رضوی 097"
"69599117312164","755930003","1860460727","238","4742 عرفان چهار راه, شرق علی اكبر, کردستان 9890"
"69599117312164","458476108","7729509863","154","870 کيان بن بست واحد 162, باغات محیا, آذربایجان شرقی 299"
"465027979473236","521645880","7694624793","112","78693 بهمنی جنب, دهستان زهرا, چهارمحال و بختیاری 998693"
"465027979473236","890215488","2074125223","249","34457 شبیری تقاطع واحد 112, استان علي, کهگیلویه و بویراحمد 064681"
"561464000945648","341932728","1199756573","248","148 حسين پل, باغات محمد, همدان 3648309802"
"561464000945648","276418600","6296538046","250","616 محجوب آزاد راه سوئیت 663, شهرستان آرش, زنجان 091"
"914220231454341","749296830","7014086957","269","6115 مليکا تقاطع, شهرستان آرين, سمنان 37009"
"914220231454341","304777716","9611499949","275","88215 همدانی دره, شهر علی رضا, هرمزگان 757590"
"619362819417763","451202797","3221950317","292","987 الوندی بلوار, بندر یگانه, فارس 808"
"619362819417763","192092692","6986022396","120","832 صنایعی خیابان واحد 795, بندر محمدامين, سیستان و بلوچستان 610303"
"632523488274159","391846482","2140429305","126","07698 زهرا کوچه, شمال آوا, آذربایجان شرقی 663736"
"654987446483000","933291189","6574427173","119","00480 سینا میدان سوئیت 534, بندر الناز, خراسان جنوبی 3299936904"
"654987446483000","319217750","4406854436","170","36745 متين بلوار واحد 196, بندر علی, خراسان رضوی 729"
"841321069852353","494356060","2843054343","198","760 هنری چهار راه, شهر هانيه, کهگیلویه و بویراحمد 86960"
"841321069852353","585853611","6437152035","107","53351 اميرحسين بلوار سوئیت 429, غرب مهدیس, یزد 8936"
"473770682384535","59782034","1452088375","290","016 ياسمين جنب, روستای امیرمهدی, قم 76397"
"113256680425028","747560022","1347844011","204","59508 عباس تقاطع, باغات نازنین, فارس 66137"
"862636981345672","610408447","8844151595","238","463 هانيه کوه, غرب نازنين, سیستان و بلوچستان 84180"
"571961200704943","807615913","4591698816","100","24008 ریحانه تونل, شمال یاسمین, کردستان 0215911276"
"571961200704943","745572720","3542734687","150","21286 رضا زاده جاده واحد 131, باغات آيدا, خراسان جنوبی 0726"
"516348223002425","686194564","5076176392","278","96355 نوری کوچه واحد 304, شرق مليکا, لرستان 705460"
"581689614904375","758087057","3653375092","207","60934 ايليا میدان, روستای معصومه, قم 925"
"301585445711659","456582969","8610785855","245","61195 نعمتی میدان, دهستان علي, اردبیل 16984"
"307262041706009","553324866","7388113708","81","9476 آوا دره, شهر النا, قزوین 935146"
"4480966800524","597888666","3394743475","218","400 موسوی جاده, جنوب اميرمهدي, فارس 7557834410"
"977146664345191","355497121","4999336395","205","3447 مهدي پل سوئیت 723, استان مبينا, خراسان 7379"
"319074726986486","403753594","7941617690","139","2067 یاسمین آزاد راه واحد 211, شمال امیرمهدی, ایلام 2852415758"
"319074726986486","862554453","3688243082","152","8169 رفیعی تونل, شرق زينب, کردستان 6185596874"
"589087489591050","53724225","3945828601","216","503 ملکیان جاده سوئیت 865, جنوب محمدرضا, آذربایجان غربی 6263942206"
"589087489591050","885705724","5040778064","244","2624 هومن دره واحد 684, جنوب هليا, خوزستان 73092"
"750257740460734","148064307","5579767864","297","87629 هانيه آزاد راه سوئیت 572, شمال باران, همدان 1874"
"762992377081401","684789736","9591015586","127","60787 کرمانی کوچه, بندر محدثه, گلستان 20894"
"883924184168758","442257923","7289527889","85","78166 محمدعلي خیابان, باغات مهدي, ایلام 6480"
"612707066952026","121511808","2612798674","292","41411 ملکیان بلوار واحد 988, روستای مائده, کرمان 80102"
"612707066952026","443511638","7223885455","274","854 معروف خیابان واحد 915, شهرستان محمدمهدي, مرکزی 54254"
"592509238901609","863318182","2497218456","174","854 فرجی جاده سوئیت 784, شرق پرهام, قزوین 3059693395"
"592509238901609","514261406","8168986696","177","08307 طاها چهار راه, دهستان حسين, فارس 6543"
"586143899419988","295011215","8141399253","299","5921 امیرمهدی خیابان واحد 950, جنوب محمدياسين, زنجان 830509"
"101530634995209","678035154","3183874857","247","71990 بهمنی کوچه سوئیت 682, شرق رضا, کردستان 9806"
"993664443290947","678814108","7525127596","177","33828 رها بن بست, باغات محمدپارسا, خراسان رضوی 642"
"993664443290947","316437246","2189791115","146","0962 گلپایگانی خیابان, شرق حسام, قم 668227"
"796787482834790","495035585","1152269322","169","05231 ملکیان بزرگ راه, شهرستان باران, قزوین 0995906258"
"796787482834790","320083881","5822511748","288","2777 جنتی دره سوئیت 940, دهستان محيا, هرمزگان 0504561056"
"220645312309355","181229829","2966463297","140","461 نوبختی چهار راه, شهرستان فاطمياسارينا, زنجان 326"
"220645312309355","908622602","7602422810","249","1792 نازنين کوه, دهستان ثنا, گلستان 39712"
"383916686857506","144612210","4143978143","224","19632 آرین بلوار, بندر کوثر, لرستان 868"
"73602542169572","504249896","3867879055","230","9725 ضرغامی میدان واحد 565, بندر نازنين, تهران 726891"
"61242282048479","218486185","4807780184","266","579 پارسا بزرگ راه واحد 386, جنوب اميررضا, خوزستان 0773911732"
"642688552548392","728700258","6893626854","285","89026 مهسا کوه واحد 724, شرق محمدمهدي, یزد 002"
"642688552548392","694676284","1168210591","87","1150 محمد بلوار واحد 492, شهر فاطمه, قزوین 8813"
"210830700765816","597017761","4705229322","145","07730 کرمانی تقاطع, شمال آيدا, کردستان 407918"
"939285096158910","434427623","9361096741","163","018 نوری پل, شمال کيانا, مازندران 613785"
"172093455402599","983545212","6485579185","195","938 نيايش جنب, شمال پریا, آذربایجان غربی 14689"
"163881585422243","124203657","9285562583","183","216 رها بلوار واحد 991, روستای پرهام, مازندران 837"
"109138601909159","974160947","3148916636","229","80633 عبدالعلی جزیره سوئیت 680, باغات طاها, قم 671970"
"109138601909159","173915045","9481242104","274","7758 کریمی دره, استان مبينا, آذربایجان غربی 4459179749"
"85087901705526","901567212","4243313544","92","041 نعمتی خیابان, جنوب مريم, البرز 13504"
"85087901705526","550621024","3739369070","112","268 عرفان بزرگ راه واحد 703, شهر یاسین, ایلام 51116"
"581842779267064","887235924","7453845659","186","800 آوا تقاطع, دهستان علي, سمنان 148"
"426159519652421","380530940","4303037862","172","280 آرتين جاده سوئیت 252, شهرستان سبحان, یزد 6635"
"426159519652421","622357000","7568754332","188","3929 هنری بلوار واحد 620, شمال مبينا, کهگیلویه و بویراحمد 6650956153"
"540756402382874","880747506","8483173637","147","891 موحد دره, دهستان پریا, آذربایجان غربی 8576311114"
"540756402382874","482524162","5782722108","120","871 فرجی خیابان, شرق باران, خراسان جنوبی 68069"
"84919101923286","657543413","1124464045","232","55757 آرتين کوچه سوئیت 977, شهر رها, مرکزی 4569576902"
"84919101923286","682255295","2046047092","179","79302 رسته بلوار سوئیت 203, دهستان باران, تهران 6374"
"474980277130451","270228226","8987865250","213","597 پویان پل, استان آرمين, قزوین 7733"
"132070993548235","534035928","1857322240","257","84091 صیادی جاده واحد 672, استان علی اكبر, کرمان 6095"
"132070993548235","167601595","1119255794","197","767 نوبختی کوچه, باغات زهرا, مرکزی 494"
"555179034118788","964991342","9221440442","115","524 باران کوه واحد 467, شهر النا, مازندران 514978"
"555179034118788","198151340","4493564861","97","20268 سوگند آزاد راه, روستای ستایش, گیلان 855523"
"152774087707363","942273235","3329524005","116","9434 خسروجردی خیابان, شهر الینا, خراسان جنوبی 035714"
"102091577609787","949133319","5524523127","173","333 موسوی خیابان, شهر نيايش, مازندران 675"
"827046656912790","368966572","2920618586","212","530 ابوالفضل تقاطع, استان پارسا, چهارمحال و بختیاری 196398"
"827046656912790","306075915","9997483837","169","639 احمدی آزاد راه, باغات علی, چهارمحال و بختیاری 398322"
"247391934136860","429595538","3192116287","161","422 سلطانی پل, شهر النا, فارس 750"
"247391934136860","411864676","7562772065","140","91549 الناز کوچه, شرق نرگس, آذربایجان شرقی 0254661969"
"805250686833897","345195633","2200730942","282","68795 صیادی بلوار سوئیت 188, بندر هستي, همدان 677219"
"600178169662989","127734945","5333171119","117","158 سعیدی کوچه سوئیت 437, غرب ياسمين, فارس 778409"
"730222233979349","72540090","2996103399","151","4740 زارعی کوه واحد 697, باغات رها, خراسان 370"
"458897090421887","932493036","3158713807","286","2679 محمدجواد کوه سوئیت 100, استان آوا, خراسان رضوی 1940"
"651503694507986","904931842","4581992424","204","0963 میردامادی پل واحد 453, شرق ايليا, سیستان و بلوچستان 2773741062"
"651503694507986","597720293","6722995708","132","21494 دایی پل, جنوب اسرا, قم 821"
"962383583214084","552986117","5258686637","199","89951 محمد بن بست سوئیت 133, شهرستان محمدپارسا, خراسان شمالی 245"
"962383583214084","448530809","4146186716","85","4598 امیرحسین آزاد راه, شمال احسان, لرستان 137"
"177856232057361","701097611","6559108704","181","32280 شمشیری چهار راه واحد 764, شهر بنیامین, قزوین 5054583785"
"177856232057361","185861983","5472058808","95","1932 سغیری دره سوئیت 052, باغات هستي, تهران 26449"
"508606352787472","989961870","2543843618","176","557 علی پور میدان واحد 642, استان باران, اردبیل 4399696692"
"768254693418500","911940289","6551938628","294","528 مهدیس تقاطع سوئیت 479, بندر رضا, لرستان 14536"
"705481110713655","213092743","2607219185","191","3673 علي کوچه واحد 369, جنوب امیرعباس, گلستان 211"
"425226622147963","204697553","3377383279","283","73567 جعفر پور تونل, باغات آیلین, قزوین 7168"
"292525046496397","579913146","2569696836","270","83061 مهدیه چهار راه, شمال حسين, تهران 80654"
"536805893066157","258365349","8732452541","126","1862 محجوب آزاد راه واحد 045, شمال مهدي, کهگیلویه و بویراحمد 129377"
"83360087020363","949071438","8717826673","184","96382 سرخوشیان جاده, شهر محدثه, فارس 068276"
"140290828927113","356681343","8195096097","146","667 رسته کوچه, شمال آراد, آذربایجان شرقی 012389"
"540262017198718","306641172","4347623491","264","330 علي جزیره واحد 625, جنوب یگانه, لرستان 99693"
"786963270725350","155257966","7433471178","264","6362 کریمی کوه سوئیت 762, شمال ايليا, قم 3061046724"
"916982208553288","716986141","8311755845","114","926 معروف میدان واحد 852, شهر عرشیا, آذربایجان شرقی 703"
"916982208553288","397232488","5884906418","276","512 پارسا پل, غرب ستايش, خوزستان 6859516306"
"459596137069239","262992672","3701580664","131","788 ابوالفضل کوه, استان علي, چهارمحال و بختیاری 7007"
"747973786511793","561331881","7038758352","275","27715 يوسف دره واحد 283, غرب آیدا, چهارمحال و بختیاری 448"
"228127304959214","802046622","8321238018","233","510 امیرعباس خیابان سوئیت 098, باغات آوا, مرکزی 526829"
"172810777845124","389437000","3930407286","143","856 طلوعی پل واحد 934, استان آرمین, آذربایجان شرقی 668"
"172810777845124","367388441","6341929294","165","529 اميرعباس تونل, شهرستان بهار, مازندران 6581482525"
"169452274302909","51261433","2693308761","280","9716 زمانی آزاد راه واحد 349, شرق هانیه, کرمان 8961373199"
"169452274302909","156527454","2983282131","228","96489 محمد طاها چهار راه, دهستان يسنا, همدان 295"
"958291415624177","846559587","6213250583","131","33604 آيناز بزرگ راه, دهستان آرمین, خراسان شمالی 0155"
"770141962632253","539322011","8071668930","82","054 معصومه کوچه, شهر يوسف, قم 8483"
"155962047676709","632326645","2834944044","172","59433 محیا بلوار واحد 443, استان الینا, کهگیلویه و بویراحمد 22817"
"926079837845133","962042709","9414111510","200","88039 نوری جاده واحد 826, دهستان مليکا, لرستان 5830977377"
